drugbank_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
DB04289,1.1198722,1.3758476,-1.5568608,1.3328011,0.8578524,-0.69167614,0.620925,-0.75090516,-2.8463626,0.049565606,-0.14811954,1.6577324,1.9188256,1.4722583,-0.58679235,1.2427267,-1.3702613,-1.338308,-0.53234047,-0.54905915,-0.3951615,-0.8065563,0.97681314,-0.3142313,0.085902326,0.06630032,0.4768524,-1.9225569,-2.735672,-0.099253654,-0.10791743,1.2274401,-2.4838471,-0.6131118,0.34788495,-1.5844547,0.3755297,-1.3925328,-0.12752743,-1.3761584,-2.422753,-1.631048,0.9816657,0.57068247,-0.9877836,1.307214,0.84038126,-0.09149196,-1.2178193,0.60497284,-1.3271576,-1.4581428,-2.4940221,0.29693204,0.71075356,2.1133943,1.5605712,0.62690574,-3.0284474,-0.5613462,0.27512398,-1.0673164,-0.48279357,1.1733121,0.19999127,0.28339133,-0.44598687,-1.646722,-1.2663634,-1.4294052,1.7982792,-0.3916781,-0.118827485,1.8526905,2.6903868,-1.6226829,0.84939915,-0.28558928,-0.36921194,-0.16842537,0.7508086,1.6875987,0.81142,1.8586189,-0.5991185,0.09199621,-0.69880724,-1.5144736,0.44038704,-1.6593546,1.4865428,1.6876854,-0.13357675,-0.41694662,-2.3960683,-1.6831484,0.84707737,1.8426535,-0.93285006,-3.6219454,0.12270174,-0.64295673,-1.4712266,-0.34710842,-0.057604395,0.57059896,-2.045185,1.3407204,2.6785614,-2.1330972,1.2325977,-0.38019407,1.0057641,-1.7363766,0.7409456,1.1673851,1.2584816,-4.792511,-0.9055551,-0.34148857,0.75431836,-1.2400464,-0.80712485,0.66214895,-1.25833,2.1236823,1.6479967,1.3576753
DB04291,-0.60382414,0.08880803,-0.34008217,-0.35435516,0.10285631,0.37114975,-0.43326792,1.2623439,1.3083581,0.15894845,0.9304607,-0.49095652,1.2388554,-0.5265936,-1.3409255,-0.147149,0.73099387,0.07127275,-1.0863104,-0.11102168,0.3836068,0.5274007,-0.20639838,0.30118394,-0.26888466,-0.81379867,-0.76346195,-1.3713733,0.8519012,1.1322544,-1.5788113,0.8935557,0.18717289,1.060678,-0.81720835,-0.8774081,-0.63716453,1.0223123,0.5966242,0.86852473,0.8814656,-0.14395651,-1.0783303,-0.41322944,-0.4868434,0.0139599815,0.5592784,-0.8208667,-1.3843672,0.023443192,-0.6959633,0.72901636,0.70553243,-0.7687984,0.09914317,0.87942135,0.2910579,0.4745586,-0.0030657798,0.4715695,-1.1638238,0.3396805,-0.010112841,-0.36517173,-0.06440741,0.1430926,-0.09173502,0.009379594,-0.53787917,0.7965622,1.0272328,-0.47675067,1.2430362,0.24136691,-0.48728466,-0.8804227,0.25128376,-0.12407006,0.6464248,0.06431812,0.26548016,1.0960145,0.6840362,-0.2663735,-1.7569263,-0.21844968,-0.42239994,-0.8729074,1.2928241,0.75926733,0.4264255,0.35370755,0.23272786,0.8591976,-0.41122597,-1.2448103,-0.19647081,-1.3891866,0.2612999,0.8300919,1.3387839,-0.03378475,0.811731,-0.31834385,-0.7954262,-0.13097087,0.06553134,-0.9638864,0.9295147,-1.625373,1.3721297,-0.25209454,0.10621816,0.26585186,0.8128858,1.261779,-0.3641793,-0.74319917,0.45758188,-0.0158929,0.35107896,-1.147847,0.32048783,1.2777561,-0.7828275,-0.8863569,-1.6531261,0.051380023
DB04292,0.10473054,-0.14578006,0.2983735,0.7171222,-1.4971048,-1.762455,0.0124094,1.3765262,-0.20684433,-0.22187884,0.5387933,0.5102757,0.36756167,1.7522163,-1.7852482,-1.246149,0.1355561,0.017364621,-1.0638802,0.08912541,0.15341094,0.46188444,0.5237795,0.8212417,-1.4304291,-0.50191253,-0.9047291,1.4576182,0.44022295,0.5556174,-0.19327912,0.55982643,0.9309069,1.4587495,-1.3206106,0.014887906,-1.3123014,1.7447901,0.67304486,-1.2916973,0.22377554,-0.5569688,0.09363356,-0.79238105,0.18157962,-0.7427407,-1.116339,-1.5507523,-0.8931101,-0.2751394,-0.26517138,0.6271211,-0.66404134,0.84315926,-1.0234863,-0.20836386,-0.27529946,-0.10755853,-0.14353615,1.0675704,0.36592433,0.45703194,0.5730804,-1.7125169,-0.11371427,-0.38371605,-0.22054018,-0.13309875,-1.6549681,0.965671,0.35883176,0.028407987,-0.015044399,-0.26926222,-1.2463017,-1.0562577,-0.3478012,-2.064864,-0.10881146,1.0599511,-0.6031096,0.6500927,-0.16550104,-0.43297875,0.24822976,-0.54173076,-0.2207965,-1.1033754,1.5838326,-0.26271814,-0.7747705,0.35707408,1.7651398,-0.45136696,-0.7710019,0.87969136,-0.3971848,-0.27069724,-0.107640475,0.9511234,0.60982877,-1.5130639,1.6818104,0.48997205,-1.0524744,-0.09051664,-0.41000202,0.075762525,-0.34590915,-0.93677986,-0.18425985,0.331989,0.21196808,-0.21616754,-0.0067857206,-1.7386696,-0.36739028,-0.7980121,0.472905,0.24277216,-0.30461407,0.46432152,-1.235123,1.7354418,0.6206489,-1.3790349,-1.5063633,1.3166139
DB04293,-0.94647294,-1.135929,-1.5663034,-1.9629122,0.07865922,0.5578877,3.3718998,-1.8443482,-0.6791289,0.7166957,0.47948408,1.304482,1.1654594,-0.47130457,-3.6653616,-1.5034683,-0.25315008,0.14683731,-0.036674377,-0.46346563,-1.9413512,-0.78187895,0.27900958,1.7568243,0.99456745,-1.9376382,-2.0577247,0.15407881,0.69388956,-1.9561429,3.5720866,1.427035,1.4948053,3.7221422,-0.54353213,1.1925482,1.3113496,1.2184485,1.4399807,0.7880306,-0.40769526,-1.4800617,0.19012976,-2.0057468,-0.6162333,2.5973186,2.2854023,-1.1907989,-1.1893021,1.0277437,-1.6121677,1.0994436,-2.325042,-3.2747033,-1.3849537,-0.06936838,1.2916253,1.0691991,-3.6401064,-1.7852058,-4.6947384,-0.023356952,-2.9332983,-0.6993065,2.242766,0.65631545,1.6829319,-1.0567747,-2.340078,-3.3856623,1.1082813,-0.15457639,0.29151544,0.4951944,-0.008724457,2.2647493,4.2374997,-0.1109093,-0.5443164,2.1732852,-1.5857863,2.2768567,3.4397042,1.3641989,-3.1046112,-1.1358689,0.8095693,-0.058138397,1.3671564,0.27343327,-0.5348938,-2.238852,0.80668974,1.13103,1.2651583,-2.1638987,-2.0022092,-0.24443853,1.2876365,2.9550178,2.9843836,1.8642367,1.3461006,-4.58561,-1.2314312,1.106014,-0.21966718,-1.6793212,-0.6609631,-0.29049137,-2.5326807,-1.9998693,-0.09661402,3.8765218,-0.800225,-0.47380438,-1.3622833,-1.2791281,0.092171885,-1.4369007,-0.6702216,-2.1747231,1.4777837,1.422789,-2.2647126,-0.48578632,-0.5584634,-0.792686
DB04294,-1.4279886,-0.753398,-1.3683205,0.18338555,0.8430638,-0.4938946,0.13763204,1.3898289,-0.7886797,-0.01699083,1.2824296,0.43917608,0.5947388,-0.18375804,0.5672783,-0.032830812,0.5371931,-1.424486,1.1167719,0.10844053,-0.09705901,-0.3663817,-1.4142933,1.164378,0.8352846,1.1704627,-0.43845087,0.3051843,-0.73833436,1.1047441,-2.0959375,0.05107574,-1.1039875,-0.85614234,2.0256646,-0.42570972,-1.0017222,-1.629003,0.75912046,0.51657623,0.7014956,2.1246648,0.46938455,-1.0194004,1.1934069,-2.0367413,1.1160047,-0.578545,0.21286644,-1.0054126,1.4011221,0.9414349,1.2782947,0.12430514,1.6310354,-1.0136042,-0.9477179,-0.35144016,0.013259672,-0.6334555,-1.9698257,0.019301072,-1.6223763,-0.14669973,-0.14232448,-2.1916897,-2.2446337,-0.19060388,-0.6304768,1.3893355,0.7274868,0.6802215,-0.16677302,1.1553595,-0.3116175,0.47668052,0.43855202,0.32384753,-0.7826687,0.12098661,-1.2905394,0.62587917,-0.5367123,-0.5940602,-0.9235446,0.6188907,3.071528,-0.78450584,0.0050927578,-0.9825887,-0.89421463,0.2329101,-0.6102393,0.1930272,-0.5084587,0.39037076,-2.6940708,-1.7334182,0.6455379,2.2786455,-0.5265882,0.52304226,-0.63966304,1.3714621,-0.32521594,-1.4209386,1.029581,-0.018472753,-2.2578876,1.9385506,-0.04272929,-0.78210247,1.586572,0.8560311,-0.3497879,1.4416667,-1.3808302,1.923708,-0.40458927,0.38007075,0.9143503,0.0620149,-1.79538,-2.3303134,0.8769988,-0.18787129,0.029139794,-0.16162528
DB04295,0.18616599,-3.0079014,-1.1277851,-1.341237,-1.4258931,-0.19006681,-0.4480805,0.6702306,-3.037985,-1.4042393,0.027740523,-0.43106404,-0.054347105,0.7260964,-0.13119294,0.03794656,-2.031388,0.4505837,0.6301105,0.25999993,-0.6796994,2.166096,1.0051639,2.450937,-2.365544,0.42169404,-0.622092,-2.3282282,0.25355926,1.3086901,-1.6517136,-0.99380255,0.04227385,-0.46481845,-0.63074106,-2.2139783,-0.45982388,-2.9534492,0.8925957,-1.1620849,0.5723812,0.38391402,2.0464435,0.9400477,-0.68265176,0.42151818,-0.995606,-0.22170758,0.7515743,-1.0952784,1.2085984,1.5097808,0.21622822,-0.71074396,-0.055406585,-1.1838597,-0.70560414,1.6444995,-0.62157136,1.8567134,-1.2930567,-1.7649661,-1.9566938,-0.32457542,1.383037,-0.14011979,-1.2225813,0.38956782,-1.0833465,-1.2937478,0.38998854,0.7629961,-0.14590359,2.5603297,0.95962113,-0.09277964,2.3855596,0.59736484,0.35812643,2.0114725,2.1797087,1.4030912,0.31190914,-0.20205414,-0.35097998,0.7747717,0.8573718,0.7517334,-1.2444086,-0.09523615,2.0283785,0.91954374,-0.25699112,-0.91035753,-0.17616576,-0.47267154,-0.8470393,0.80867326,0.8132785,-0.83326733,-0.02919826,2.1317148,-0.99479,-0.7831906,1.2104741,0.15642545,-0.5401101,-0.38692403,-1.0603302,1.3242233,0.8637883,-1.2803215,-0.63086516,-1.1611058,-1.138892,1.401594,1.9642128,0.805462,-0.2675276,2.001173,1.6682544,0.3718107,0.80781937,-0.031774744,-0.7490036,-1.8342956,1.0774438,-1.2404829
DB04296,0.22382319,-0.12654488,-0.031273145,-0.20217507,0.15103227,-0.23689711,-0.3313104,-0.07690701,0.7696788,-0.61194324,0.729734,0.509125,-0.30113384,0.7548285,-0.62744236,-0.3128764,0.34971657,-0.30598623,-1.1900909,-0.79986244,1.1280864,-0.68688804,-0.6074424,0.52187324,-0.56502855,-0.90237904,0.5563969,-0.51886594,-0.5305303,-0.10401592,-0.7017021,0.8609477,0.92754555,0.5084411,0.10102464,0.76775026,-0.008477202,0.21462955,0.5830182,-0.56703794,0.6937198,-1.2608306,0.21958536,-0.20508912,0.57103175,-0.7587622,1.0939124,-0.59156257,-0.5910395,-0.13580064,-0.46536082,0.06741519,-1.0795562,0.46047238,0.047426358,0.16306034,0.17892939,0.52838475,0.4070365,1.6501721,-0.6652523,0.015686855,0.9500499,-0.8256936,0.41426843,0.09066014,-0.5659566,1.0928051,-0.2523344,0.52506864,0.7096568,-0.20919791,1.364041,0.9103701,-0.9723093,-0.19386803,0.09197291,0.10745943,-0.6183772,0.9616623,1.7131454,0.5100839,0.4509378,-0.9411018,-0.79998934,-0.49420008,-0.3413853,0.026026774,1.0175436,-1.4384968,-0.3879339,-0.41358095,1.7513196,1.071479,-1.2932564,0.32079208,-0.062126655,-0.7538079,-0.057493914,-0.71833,0.99509066,-1.1034169,0.6405773,0.08233041,-1.0269597,-1.6952041,0.65328634,-0.059181727,-1.2012296,0.07090364,1.263163,-0.35323048,-0.34521553,-0.7323639,1.1430808,-0.7611992,-0.79017526,1.0848813,1.1752512,0.034285955,-0.9104712,0.6518852,-0.5254149,0.007034678,1.241222,-0.7476063,-1.8431284,0.38583237
DB04297,-0.51342905,0.6263889,-0.019781599,-1.0362278,1.1364946,-0.21286449,-0.7243362,-1.6271945,0.257897,-0.9473262,0.30539227,-0.813842,0.0321175,2.1932156,-1.8068422,0.43502417,0.3422785,-2.389847,-0.85723835,-1.9635043,-1.9407641,0.22031371,2.39499,1.2322947,-2.4280102,-0.058307596,-0.67284983,-1.9952669,0.37839526,4.020744,1.4139321,0.7870314,0.3577217,0.74977076,-1.861171,0.19260712,-0.50391465,-0.10271095,-0.9953415,1.4678706,0.38116184,-0.6514692,1.1723554,1.4645061,-1.0668921,-1.1008587,-2.6876292,1.5122977,-2.1696615,-0.7867116,-1.4203901,1.6855938,-0.31506923,1.2834071,0.26813585,1.2175612,1.7443635,-0.17220506,-0.33785707,0.47895107,-0.13724226,0.75872594,-0.0217104,1.0109578,-0.87268096,0.75454485,-1.1523618,-0.1527516,1.3098335,-0.55714655,0.60992146,-1.2005297,-0.37700132,-1.0123897,-0.4107206,0.22929962,0.068670735,-0.8480233,3.0610275,0.3613126,-0.068119586,1.6781404,0.68547606,-0.5391982,0.8135676,-1.519041,1.813371,0.21566924,1.5308082,-1.1145351,-0.65005547,-0.09788893,0.22122824,2.5591176,-1.5776777,0.56101394,0.2018667,0.64498127,0.647981,-2.0891888,0.34066907,0.80789185,0.34531164,-0.12028491,-1.7266254,1.1863946,1.2140037,-2.3711789,-0.0013884204,0.59724784,-0.39734834,-0.075917006,-0.9638241,-2.2615278,-2.560447,0.6371105,-0.019138161,-0.98806393,-0.7342614,0.70581436,1.3017323,0.28686014,-2.7399435,0.43774068,-0.49308866,-3.3357291,1.1963246,-1.5648916
DB04298,1.0807805,1.9221754,0.663353,-1.4758663,-1.8928598,-1.0300953,0.74553126,1.712576,0.48418257,-1.5748601,-1.4990535,-2.7123513,-1.8390752,-0.18470797,-0.5333097,-2.4214122,0.11100848,-1.5224831,-1.6904348,-1.6299782,2.3155732,-1.3458688,-3.2096016,-0.78154707,0.6088882,1.7204059,-0.3851581,1.1599127,0.6426245,-0.9968277,-0.17094365,-0.74180186,-2.5594764,0.47590035,-0.5747926,1.1934804,0.17090426,-1.7017471,0.18264224,-1.043856,1.7805086,0.53809893,0.8647057,-1.5920546,-1.2192823,-0.52715355,-2.4967713,0.9754799,-1.3543603,1.7247725,-1.7845079,0.69770837,-0.014065861,1.1649464,3.5872493,1.7317302,0.44905573,0.67151695,2.2209897,-0.83206934,0.30698943,0.87133867,0.96286553,-1.0035846,-0.9267837,-0.9564969,0.9111025,-2.5472586,0.121908545,0.36344016,-0.6303215,0.3074264,1.6500224,-0.054108113,-0.10299419,-1.1592149,2.309944,0.54947644,-0.20298056,-0.6714797,-2.3942032,0.573218,-2.825901,0.26738542,-1.9471352,1.3931271,-1.2496942,-1.8585273,-0.96096915,0.60347587,0.17637172,-0.08482413,2.0780137,-1.2754704,-0.2719676,-0.8622492,3.322407,0.9919273,-0.91247845,1.0149128,3.390832,0.892267,1.0943464,-1.205198,-0.2933859,-3.2516084,0.8663671,-2.3159704,1.3213127,-0.8154498,0.2505924,-1.1545978,0.6477174,1.2871952,2.0161064,1.5346009,0.4751036,-1.0325646,-0.9866191,-0.48795354,0.4432778,-0.8608933,-1.1478015,-0.009552844,-0.87669265,-0.32796675,-1.6402276,2.4968586
DB04299,0.65748173,1.2203786,-1.177473,0.030911025,0.2078611,-0.18502733,-0.29644892,-1.0042256,0.0049342364,0.0031527067,1.6521746,-0.51034003,0.34744057,0.18781321,-0.6741011,-1.0449368,-0.54734725,-0.6241296,-0.8733556,-0.52976084,0.014747106,-0.21684514,0.6039417,0.58655345,-0.69674164,-1.1093946,0.5077425,-0.34195557,0.31940332,0.27855468,0.5871783,0.04548396,-0.9004836,-0.051490147,-0.25938463,-0.7950369,-0.25995004,-0.39777407,1.1721174,0.74449396,0.18800855,-0.6000023,-1.3093066,-0.010248654,0.24323264,-0.9395699,0.36509222,-0.9255013,-0.7306993,0.5596483,-1.2018119,0.73042357,0.68346244,0.89495856,0.40016472,-0.08703977,0.26142192,-0.79966176,0.3187549,0.8847075,-0.5118757,0.77778643,-0.11875309,0.2541427,0.00050472375,-0.20613101,0.46484727,0.82810456,-0.31712934,0.6082877,0.02725257,-0.5352083,0.60233945,0.5283625,-1.0475985,0.53298146,-0.12702951,0.20588297,0.79511106,1.0302786,0.36336327,-0.04211018,-0.08305299,0.6513959,0.47536695,-0.44827774,1.1386667,0.02944488,0.46202955,-0.40152973,0.48083562,0.08207655,-0.16122246,-0.3085738,-0.1441825,0.37311262,-0.36287722,-0.7715284,0.08805527,0.250846,0.5975442,-0.24578993,-0.2015275,-0.15921356,-0.1998543,0.32487023,-0.5799389,0.12171474,-0.2674761,-0.09437942,0.1170842,0.5493798,0.25670666,-0.2963705,0.5992669,0.7336872,-0.4350845,-0.34271723,0.8161274,0.54878336,0.57129997,-0.0783084,-0.4409844,0.009583417,0.53789216,0.25287548,-1.3967949,-0.20687924
DB04300,-3.159285,-0.13551511,-3.5610914,-0.8741935,0.086700745,-2.013181,0.08930428,0.34676102,-0.7188563,2.1987622,-0.4785415,0.3203883,1.7458924,0.4701461,0.53110987,-0.62609035,0.7315994,0.27587187,0.46158984,-1.5424447,-0.13612145,-0.49064553,1.1449994,1.174634,0.8509545,-0.1023722,1.9092103,-0.7313531,-1.0395865,-0.6398349,-0.013020388,-0.36734515,-1.3260685,-0.21662298,0.6282103,-0.6110325,-1.2814804,-1.6170914,1.0981518,1.9512044,0.29626822,0.9142649,-1.889507,-2.2417138,1.1329494,-1.6983492,0.035996683,-1.5339886,-0.18643397,-1.1501287,0.09509434,0.6866175,-1.4742048,0.97862697,0.5378215,0.2305323,0.22323528,0.5984944,-0.54541713,0.31753132,-0.26200008,-0.10319099,-1.4012084,0.37710103,0.44353217,-0.99967235,-2.3189266,1.4635844,-0.44321215,0.059141345,-0.0018144324,1.0484113,-2.242296,0.20270756,-0.51246315,2.0095472,1.6796777,2.6564767,0.8497948,-0.34087855,-1.6347516,1.8567641,-3.5324306,0.812825,-0.9033383,-0.7927086,1.1238549,-2.662438,0.26023436,-1.1220577,0.14252838,1.6252558,-2.5328393,-0.6064312,-1.8605113,-1.3006294,-2.5390728,-0.22760116,0.928882,1.2221315,-2.6350014,0.8802579,1.5573636,1.6474165,-0.3046573,0.071791194,3.6029732,0.9543236,-2.432063,2.0654945,1.3310162,-0.60271674,2.31378,0.53854215,0.429528,2.2575302,-1.5062238,-0.45194578,-0.4166736,1.8597835,-0.6070891,-1.1472011,-1.6736412,1.7306129,1.2872696,-2.6980433,0.94528824,-0.5560737
DB04301,0.91275036,-0.41082427,0.4114244,-1.3074781,-2.0830567,-1.5944192,2.0004966,-1.2316992,0.8509684,0.42974856,-1.1269648,3.3521092,0.6004294,0.2933042,-1.2833812,0.36032584,-2.7185156,0.01845146,1.0957986,-2.4246392,1.1802087,-2.534487,2.3883576,-1.4870125,-0.8141583,-1.5301296,-0.9741772,-3.5948443,-1.5577952,0.4547435,-0.45748907,0.88495266,-0.95309323,-4.2273703,-0.91516405,0.8497055,-1.0504742,-1.5894065,2.3081057,-0.73692125,-0.7395367,1.5520191,0.9436303,1.2892886,1.9020936,1.223634,1.2835312,-1.7983679,-0.062729165,2.0357563,1.8783654,-0.057649583,0.32748526,-0.6848887,0.6757196,-0.3806664,-0.73749775,2.6852665,1.2917824,-3.2443967,-0.7124318,1.7851944,-1.1914845,-1.3948548,-1.3426932,-1.5509726,2.9919157,0.100939274,1.1473234,2.303304,0.3626529,1.4487466,-0.98440534,1.2207739,-0.784107,-1.851401,-0.5074729,-0.9581771,1.3759912,-1.5427109,0.15878184,1.204036,-0.06131953,-1.8380715,0.1783526,-0.17872979,-2.293195,-0.27375922,-0.84130406,0.35723445,0.5083456,1.5317353,-0.41318664,-0.59982395,-1.7236869,-1.1079452,1.8086628,0.05668764,-0.89072853,-0.4636615,-0.21415506,0.56337196,-0.047798812,2.9133008,0.33817708,0.42059323,-0.60131586,-0.4587046,-0.4186008,0.38985118,4.0180836,-0.17555897,3.516364,0.14022785,1.5343915,-1.9361601,0.9836024,-1.3900217,-2.9397936,1.4682535,1.640043,-1.1925867,-2.9224942,0.82870257,0.09955636,0.8095848,-3.2757769,0.16527371
DB04302,1.038161,0.09849557,-0.14358869,-0.6746191,0.63069963,0.4118372,0.4144337,0.76594937,0.18624851,-0.12723699,-0.6085228,-0.4942748,-0.26603976,-0.5836556,-0.38032457,-1.2693703,-0.73342353,-1.1877412,0.09474824,-2.2404425,0.5179759,0.011252224,-0.92075574,1.0080183,-0.6032501,0.71892476,-0.90558374,-1.5975374,-0.14644814,0.97961813,-0.08004963,0.44262525,-1.1575068,1.130327,0.39378583,0.13477333,-0.4523776,-0.5770271,1.1540844,1.1075305,2.7209852,-0.24873713,-1.0035907,-1.7282043,-0.73199844,-1.5008103,0.23639159,-0.8735866,0.11731309,0.43181762,0.8269218,0.8715646,2.9468045,0.12890564,1.0706245,-0.49091893,0.40347156,-0.30290404,-0.20247422,0.66900516,0.21838927,0.61780965,-0.19685593,0.28814986,0.71184224,-0.117088005,0.19083863,0.821454,-0.20458943,1.022982,-1.5435213,-0.6396413,0.2258083,0.92233646,-0.3955783,1.1308465,0.63886386,0.21075758,1.0768236,0.12884359,-0.7839081,-0.9644335,1.7431722,-0.6498596,-0.99102175,-1.3255355,-0.33078182,0.65740293,0.13410598,-2.7910748,1.4680609,-0.4600673,0.47226146,-1.1802925,0.039153896,0.40479136,1.4372182,-1.6406384,0.119727656,0.80279595,0.9276475,-0.07650836,-0.30309314,-1.4703119,0.4116513,0.31926727,1.5223612,-0.11616711,-0.1222792,-1.6617624,0.3064077,-0.8075344,0.51905483,-0.10785185,1.9721447,-0.09167621,0.13399842,-1.8805875,-0.9670615,-0.013008606,1.0094612,1.0473713,-1.1276506,1.1092446,1.0112151,-0.40063876,-0.9161797,1.7088523
DB04303,-0.17732662,-0.98577917,-1.2622669,-1.3592107,0.051454186,0.7993575,0.14196464,-1.0869242,-0.87281656,0.7009444,1.1120614,0.96218383,0.35143292,-1.1885405,-0.15138143,-1.0901664,-1.3592789,-1.854333,0.090133764,-1.2277249,0.95620453,0.1552321,-0.21028991,0.70944804,-0.079381324,-0.08586149,0.6252991,-0.042741034,0.8472543,0.7375507,-0.072537474,-2.010164,-0.29290015,-0.4082755,-2.5380254,0.58293134,0.05772999,1.0367703,1.5784744,-0.9878753,1.5486325,0.090757065,-1.9147217,-0.53402334,0.28812927,-2.7589247,0.832628,-1.0369052,-0.22839202,0.41064972,-0.03864947,0.6434477,0.10431001,0.8850228,-0.35588276,0.17788069,-0.33437732,-1.2922802,-0.93869185,0.6047273,-0.24796936,0.4196267,-0.107236356,0.36591393,0.45351827,-1.1549468,-1.0159554,1.1015422,-0.8076378,-0.13840291,-1.0544887,-0.16833898,0.5780029,0.70547754,-0.006904103,0.53974825,0.8010178,1.1035639,0.0390195,0.03798464,-0.18480678,0.5976502,-0.3145995,-1.1158297,-0.7727927,-0.6661626,1.9749211,0.40781108,0.77176696,-0.4234892,-0.32981646,3.0496228,0.20269136,-0.60810846,-0.09965404,2.1845982,-1.4814019,0.70544726,1.2568802,0.7389357,-1.3580534,1.707634,0.0927051,0.77670157,-0.2644155,0.12317226,-0.072506584,1.1241186,0.713013,-0.31380093,1.3151921,-0.8358175,-0.8273337,1.0698793,1.9798003,0.9891688,-1.5601451,1.0781823,0.92620456,0.55903083,-0.053624097,0.74723554,0.86465967,0.03454867,-0.5593211,-1.5582447,-1.4592552,-0.1288308
DB04304,-0.7185611,-1.4626479,-1.0953112,-2.653323,-1.2017596,0.9332072,0.9571814,0.23395038,0.43342638,-0.48965803,2.2264764,1.504087,0.41408664,1.7054399,-0.9309927,-1.2054502,-0.71404296,1.5902183,-0.34686953,-1.1142871,0.77148956,-0.9169037,-0.7078112,-0.12231795,-0.784544,-0.43449876,1.506037,0.59670734,0.42846516,0.67384195,0.3178929,-0.6396401,0.23226592,0.031587023,0.2574751,-0.8067261,1.3688226,-1.0391527,1.6271251,-0.2534799,-0.28775865,0.010616645,-1.7374613,1.9552808,1.4719522,-2.1841476,0.40615857,0.030330695,-0.67349213,0.0071768016,0.59468466,1.4111966,0.14732087,0.005856499,-0.26026052,-0.59766084,-0.348882,0.5875832,0.9061122,2.8461092,-0.54558265,1.610405,0.8110565,0.9132169,-0.54939586,0.22709578,-1.3545648,2.2908103,0.2944584,-0.50548685,0.24823608,-0.8494471,0.09278913,0.06502269,-0.39954242,-0.08183689,0.06752456,0.13433713,0.6701246,0.5876124,-0.059286524,0.99358517,-1.0288696,-0.23980817,-0.10392657,-0.30309477,-1.2736484,0.17298016,1.2509125,-1.418736,1.0109076,-0.67192715,-0.07411218,-0.6317099,-0.027048636,0.0046025664,0.047290925,-0.56592613,-0.2220206,0.42286274,-0.039304536,-0.102048054,1.5982597,0.49301404,0.21654393,0.21928184,1.3398367,-0.21913064,-1.1865155,-0.9964484,0.502673,-0.89711326,-0.17363234,-0.78898436,-0.61544627,1.2894708,-0.1480195,0.50015175,1.1618892,1.2862123,-0.1948462,-0.8397093,0.6988944,-0.4381055,0.35984278,0.20323826,-1.4802037,-0.9003117
DB04306,0.15992767,0.29845554,3.3393426,-1.150747,-0.20490897,0.617531,1.3169894,1.9759425,0.45061195,-0.19782981,1.0902231,1.8590335,-0.41524717,-0.3868652,0.21452987,-1.9018359,-0.791989,-0.48220485,-3.0070016,-0.5038489,0.69255877,0.6005984,-1.0727129,1.2671018,-0.0924808,0.88228166,0.9166481,-1.2440846,1.8635931,-1.8382099,0.77550685,0.54325813,2.564415,-3.585227,0.10894714,-2.9581296,3.4256635,2.5107641,-0.7418226,0.9073666,3.2520123,0.08690878,-0.541186,1.673009,0.67303175,1.2021143,-0.12965047,1.2167336,0.61439544,-0.9030572,-0.6813123,-1.4101084,-1.4076211,-0.05506792,1.8102489,0.5042016,2.4837232,1.2916914,0.6850909,-1.6316817,0.37764806,-0.6399618,-0.08722858,-3.5070193,2.1505044,-1.5412936,-1.408136,-2.006967,1.5218681,2.811045,-0.644107,-0.17791882,1.0590942,1.8727107,0.48947078,-2.5001333,1.5049564,-1.6654528,1.0580285,-1.9669919,0.84051925,1.0606369,-2.1136448,-1.7772313,-0.56687367,1.6711881,-1.772965,-0.19782476,0.62690794,1.2261835,-1.071784,0.1947824,0.06433446,-1.6528196,-0.2654245,-1.5177354,2.1476133,0.7760981,3.0469718,-1.7580072,1.610092,-2.4105847,-1.9282897,-0.2926265,-1.660075,1.1817416,-1.9308082,-4.0153036,1.7044182,-0.850332,-1.4742428,-2.3033936,2.407811,0.96994346,1.6885488,0.3686526,-1.0517427,0.91462827,-1.1310903,-4.2225637,2.4297051,1.076088,-1.253408,-0.23517984,0.18400797,-0.30639935,0.08921676,0.6257972
